maker_id,name,ruby
1189,XIPHOID,きしふぉあいてぃ
3817,鬼宿,きしゅく
4010,騎乗婦人,きじょうふじん
5782,KIJYO-E,きじょーい
40458,絆書房,きずなしょぼう
4777,北川プロ,きたがわぷろ
5643,鬼畜企画,きちくきかく
5557,鬼畜舎,きちくしゃ
3942,鬼畜生,きちくしょう
5174,鬼畜盗撮,きちくとうさつ
4423,鬼畜堂,きちくどう
6350,キチックス/妄想族,きちっくすもうそうぞく
1289,キッカー,きっかー
4538,キックボクシング,きっくぼくしんぐ
5237,Kichu,きっちゅ
6639,啄木鳥/エマニエル,きつつきえまにえる
4409,キツネさん,きつねさん
3735,飢熟,きねつ
46707,キネマ座,きねまざ
4424,鬼縛,きばく
4713,キバってガッテン,きばってがってん
2228,貴婦人,きふじん
6441,貴婦人族,きふじんぞく
3736,鬼窪映像,きぼえいぞう
5751,キムチ,きむち
3244,肝っ玉母さん,きもったまかあさん
302360,きゃっち,きゃっち
46557,キャットフード,きゃっとふーど
5499,CANNON,きゃのん
6494,Camel-T,きゃめるてぃー
5526,キャワイイ！,きゃわいい
4654,Can,きゃん
6457,キャンディ,きゃんでぃ
5214,CANDY,きゃんでぃー
300701,Candy Moon,きゃんでぃーむーん
46322,九九舎,きゅうきゅうしゃ
4905,究極マダム,きゅうきょくまだむ
5632,球根,きゅうこん
4611,QJB,きゅうーじぇぃびー
1820,Q-WIN,きゅーうぃん
1116,Q WEEP,きゅーうぃーぷ
60457,QH映像,きゅーえいちえいぞう
5837,QSL,きゅーえすえる
1125,QXW,きゅーえっくすだぶりゅー
1117,Q zap,きゅーざっぷ
4477,Q SHOWER,きゅーしゃわー
5804,QJQ,きゅーじぇいきゅー
1115,Q Jumbo Jumbo,きゅーじゃんぼじゃんぼ
1118,QGQ,きゅーじーきゅー
1815,QGW,きゅーじーだぶりゅ
1127,Qスタジオ,きゅーすたじお
4589,Q’s GOLD,きゅーずごーるど
1822,QZO,きゅーぜっとおー
5899,QWVL,きゅーだぶりゅーぶいえる
1292,キュー チップス,きゅーちっぷす
5783,Qティー,きゅーてぃー
30639,キューティー,きゅーてぃー
4073,キューティーGALS,きゅーてぃーぎゃるず
4945,キューティー出版,きゅーてぃーしゅっぱん
1294,キュート,きゅーと
3089,CUTE×3,きゅーとかける3
4816,QB映像,きゅーびーえいぞう
66297,QBQ,きゅーびーきゅー
2369,Q-fairy,きゅーふぇありー
300948,CUBE,きゅーぶ
5656,キューブ,きゅーぶ
1124,QVM,きゅーぶいえむ
1126,QYL,きゅーわいえる
1821,QYY,きゅーわいわい
3896,Q-WORLD,きゅーわーるど
2627,恐喝,きょうかつ
5482,胸無可憐,きょうむかれん
5449,共遊グループ,きょうゆうぐるーぷ
5231,狂乱会,きょうらんかい
4156,狂乱熟女,きょうらんじゅくじょ
3879,狂乱バイブ,きょうらんばいぶ
4011,極技,きょくぎ
40476,極小BIKINI倶楽部,きょくしょうびきにくらぶ
5467,曲神,きょくしん
3753,極宣企画,きょくせんきかく
5860,極盗/妄想族,きょくとうもうそうぞく
6482,巨神,きょじん
4906,巨乳エクセレント,きょにゅうえくせれんと
3975,巨乳センター,きょにゅうせんたー
6374,巨宝,きょほう
4581,kira☆kira,きらきら
301769,きらきらワイフ,きらきらわいふ
46177,煌KIRAMEKI,きらめき
5653,キラー,きらー
6280,斬る,きる
46520,KING,きんぐ
5571,king＆Queen,きんぐあんどくぃーん
4105,キング＆クイーン,きんぐあんどくいーん
2494,キングコングMAGAZINE,きんぐこんぐまがじん
2443,キングサイズ,きんぐさいず
1295,キング サイズ テスト,きんぐさいずてすと
4657,キングドーム,きんぐどーむ
2902,近親出版,きんしんしゅっぱん
5525,近親FREE,きんしんふりー
3711,禁じ手,きんじて
1752,KINZU,きんず
30685,金太の大冒険,きんたのだいぼうけん
4458,禁断,きんだん
4959,禁断社,きんだんしゃ
6573,禁断の果実/妄想族,きんだんのかじつもうそうぞく
5055,禁断の園,きんだんのその
3091,金中出し,きんなかだし
5543,緊縛同盟,きんばくどうめい
3124,金融地獄,きんゆうじごく
1287,キー ピック,きーぴっく
45338,GIGA,ぎが
308084,ぎがdeれいん,ぎがでれいん
3673,逆援●交際○○倶楽部,ぎゃくえんまるこうさいまるまるくらぶ
2380,ギャップバスト,ぎゃっぷばすと
4272,GAL×GAL,ぎゃるかけるぎゃる
4410,ギャル姦,ぎゃるかん
3892,GALGALキュー,ぎゃるぎゃるきゅー
306069,GALGAL★LANLAND,ぎゃるぎゃるらんらんど
3903,ギャルサークル,ぎゃるさーくる
4443,ギャルズ･ビクトリー･ピース,ぎゃるずびくとりーぴーす
5470,ギャルソリン,ぎゃるそりん
45504,GARCON,ぎゃるそん
4136,girlish.,ぎゃるっしゅ
6575,GALDQN/妄想族,ぎゃるどっきゅんもうそうぞく
5012,GALHAME,ぎゃるはめ
3700,ギャルハンター,ぎゃるはんたー
4678,GAL MAX,ぎゃるまっくす
4526,GALマニア,ぎゃるまにあ
4820,ギャルマニア,ぎゃるまにあ
45367,ギャロップ,ぎゃろっぷ
45735,GALLOP,ぎゃろっぷ
30668,ギャロップ,ぎゃろっぷ
46425,牛感,ぎゅうかん
4634,技有,ぎゆう
4914,玉砕ナンパ師,ぎょくさいなんぱし
1958,ギラフィーエンジェル,ぎらふぃーえんじぇる
6563,ギラMAX/エマニエル,ぎらまっくすえまにえる
40386,ギリコス！アイドルコレクション,ぎりこすあいどるこれくしょん
66230,ギルド,ぎるど
1730,GXM,ぎーえっくすえむ
4846,クアイト,くあいと
1299,クィック ハンター,くぃっくはんたー
1960,クィーン,くぃーん
1298,クィーンズ ゼット,くぃーんずぜっと
46037,クィーンロード,くぃーんろーど
4923,クィーンワールド,くぃーんわーるど
4879,クイズ,くいず
3895,QUICK SHOOT,くいっくしょっと
5820,クイージー,くいーじー
4276,QEEN,くいーん
4896,クイーンウィン,くいーんうぃん
4919,QUEEN EPISODE,くいーんえぴそーど
4590,Queen of アイドル？？,くいーんおぶあいどる
30640,クイーンズ・R,くいーんずあーる
1121,Queens town,くいーんずたうん
3862,Queen Faimly,くいーんふぁみりぃー
3904,クエスト,くえすと
4946,クエストZS,くえすとぜっとえす
5769,クエルボ,くえるぼ
2585,quality house video,くおりてぃはうすびでお
4562,クオリティーザーメン,くおりてぃーざーめん
5755,クオル,くおる
40033,KUKI,くき
4395,草の根活動,くさのねかつどう
5282,鎖企画,くさりきかく
6396,糞鬼,くそおに
4701,口出しISM,くちだしいずむ
6540,口説きんぐ/妄想族,くどきんぐもうそうぞく
6600,国芳/妄想族,くによしもうそうぞく
6747,Cupido/妄想族,くぴーどもうそうぞく
5620,クライジー,くらいじー
1031,Crown V,くらうんぶい
4799,苦羅苦,くらく
3884,蔵出企画,くらだしきかく
5159,cracker,くらっかー
2430,クラッカージャック,くらっかーじゃっく
60747,claque80,くらっく80
1029,crack jaw,くらっくじょー
1756,Klax-Zip,くらっくすじっぷ
2393,クラッシュサイト,くらっしゅさいと
1303,クラフト,くらふと
4244,クラブ受粉,くらぶじゅふん
6349,暗闇/妄想族,くらやみもうそうぞく
4378,クラリス,くらりす
1123,QULARK,くらーく
2361,クラーク,くらーく
4924,クリスタル,くりすたる
3079,CRYSTAL EYE,くりすたるあい
40035,クリスタル映像,くりすたるえいぞう
46522,CRYSTAL VR,くりすたるぶいあーる
300777,CRYSTAL VR Plus,くりすたるぶいあーるぷらす
5520,クリティカルウイン,くりてぃかるういん
1969,クリマックス,くりまっくす
60748,Cream,くりーむ
6749,CREAM SODA/妄想族,くりーむそーだもうそうぞく
6381,CREAM PIE,くりーむぱい
4993,クリームファクトリー,くりーむふぁくとりー
1687,CRUCES,くるーせす
1120,QRAKE,くれいく
2431,クレイジー,くれいじー
300035,クレイジーウォーカー,くれいじーうぉーかー
1304,クレイジーエンペラー,くれいじーえんぺらー
1305,クレイジージャパニーズ,くれいじーじゃぱにーず
2331,Crazy Top,くれいじーとっぷ
4176,クレスト,くれすと
5565,クレバル,くればる
4403,CRAZY,くれーじ
60845,CRANE,くれーん
4051,黒金フランク,くろきんふらんく
3870,クロコルージュ,くろこるーじゅ
1590,黒社会,くろしゃかい
3783,クロス,くろす
5171,クロスエフ,くろすえふ
4348,クロスファミリー,くろすふぁみりー
46545,CROSS BREED,くろすぶりーど
40135,クロスワールド,くろすわーるど
4106,クロちゃん,くろちゃん
5514,クロック,くろっく
1308,クロップ オブ ダンカー,くろっぷおぶだんかー
4855,黒中,くろなか
6640,黒髭/妄想族,くろひげもうそうぞく
6362,黒羊/妄想族,くろひつじもうそうぞく
46720,黒船,くろふね
5802,黒棒,くろぼう
5305,黒丸,くろまる
5764,黒屋,くろや
2466,くろろ,くろろ
1310,クロロSEX,くろろせっくす
1025,chloroform SG,くろろふぉるむえすじー
3836,クロロホルム昏倒研究会,くろろほるむこんとうけんきゅうかい
4508,クロロロAV,くろろろえーぶい
2381,クローズザドア,くろーずざどあ
45474,Close Market,くろーずまーけっと
5788,Close Market/妄想族,くろーずまーけっともうそくぞく
5185,Clover,くろーばー
4280,クローバー,くろーばー
6606,クンカ,くんか
5390,COO,くー
4734,クーラント,くーらんと
1300,クール ウェブ,くーるうぇぶ
2306,cool woman,くーるうーまん
66385,クール・エンタテイメント,くーるえんたていめんと
40436,九龍,くーろん
3829,Good！！癒し系,ぐっどいやしけい
4411,グッドクローバー,ぐっどくろーばー
3860,GOOD JOB,ぐっどじょぶ
308226,GUPPI/妄想族,ぐっぴーもうそうぞく
66508,グラウンエンターテイメント,ぐらうんえんたーていめんと
66321,Grass Wall,ぐらすうぉーる
4444,グラスパークス,ぐらすぱーくす
40142,グラスワンソフトウェア,ぐらすわんそふとうぇあ
60715,グラビジョン,ぐらびじょん
5540,graph,ぐらふ
40034,グラフィティジャパン,ぐらふぃてぃじゃぱん
5184,グラフィティジャパンJr,ぐらふぃてぃじゃぱんじゅにあ
60472,グラマラスキャンディ,ぐらまらすきゃんでぃ
4787,グランツーリスモ,ぐらんつーりすも
4690,グランバザール,ぐらんばざーる
45524,グリッターフィルムズ,ぐりったーふぃるむず
4245,グリッドエックス,ぐりっどえっくす
3728,グリム企画,ぐりむきかく
6686,ぐりーんあっぷる,ぐりーんあっぷる
66255,グリーンアンドウォーター,ぐりーんあんどうぉーたー
3835,グリーンF,ぐりーんえふ
4610,GREEN LABEL,ぐりーんれーべる
5288,Groove Girls,ぐるーう゛がーるず
40013,グレイズ,ぐれいず
6347,GLAY’z IMPACT,ぐれいずいんぱくと
2319,great beauty,ぐれいとびゅーてぃー
6171,Grave,ぐれいぶ
303115,grace,ぐれーす
66316,gRowup,ぐろうあっぷ
5469,グローバル映像,ぐろーばるえいぞう
30641,グローバルクエスト,ぐろーばるくえすと
6755,グローバルメディアアネックス,ぐろーばるめでぃああねっくす
40150,グローバルメディアエンタテインメント,ぐろーばるめでぃあえんたていんめんと
6532,glovefetish/妄想族,ぐろーぶふぇてぃっしゅもうそうぞく
40014,グローリークエスト,ぐろーりーくえすと
46649,グローリークエストVR,ぐろーりーくえすとぶいあーる
5201,群集心理,ぐんしゅうしんり
1311,グンジン,ぐんじん
5421,KD映像,けぃでぃーえいぞう
66436,ケイエイチプロモーション,けいえいちぷろもーしょん
46628,KMPVR-彩-,けいえむぴーぶいあーるさい
40404,KMPVR-bibi-,けいえむぴーぶいあーるびび
40071,ケイ・エム・プロデュース,けいえむぷろでゅーす
5115,KOC出版,けいおーしーしゅっぱん
5494,KK映像,けいけいえいぞう
4050,恵子おばさん,けいこおばさん
304048,KZentertainment,けいずえんたていんめんと
45591,ケイネットワーク,けいねっとわーく
2477,ケイ棒,けいぼう
6562,慧萌昂/妄想族,けいもあもうそうぞく
5068,ケイレン,けいれん
301259,ケチャラパチャラ/妄想族,けちゃらぱちゃらもうそうぞく
3326,血族,けつぞく
4001,けつの穴JCT,けつのなじゃっく
5793,ケラ工房,けらこうぼう
6753,堅者の食卓/妄想族,けんじゃのしょくたくもうそうぞく
6683,Ken World,けんわーるど
46695,K*WEST,けーうえすと
6585,KSB企画/エマニエル,けーえすびーきかくえまにえる
4869,KFE企画,けーえふいーきかく
4868,KAV企画,けーえーう゛ぃきかく
45655,KO COMPANY,けーおーかんぱにー
4839,Kキング,けーきんぐ
3257,KKF出版,けーけーえふしゅっぱん
1076,KCQ,けーしーきゅー
5918,KZBL,けーぜっとびーえる
5917,KWWL,けーだぶりゅーだぶりゅーえる
40036,KTファクトリー,けーてぃーふぁくとりー
45242,ケー・トライブ,けーとらいぶ
4967,KBW,けーびーだぶる
5916,KPPL,けーぴーぴーえる
5544,ケーファ,けーふぁ
5896,KUHL,けーゆーえいちえる
5779,KYバリュー,けーわいばりゅー
45349,ゲインコーポレーション,げいんこーぽれーしょん
2238,激,げき
1585,激エロ塾,げきえろじゅく
5076,激撮電車,げきしゃでんしゃ
4223,激素人,げきしろうと
4575,激震,げきしん
6327,激情,げきじょう
4551,激弾カーニバル,げきだんかーにばる
46706,激レア素人ちゃん,げきれあしろうとちゃん
6731,激レア素人ちゃん/妄想族,げきれあしろうとちゃんもうそうぞく
6631,月下美人/エマニエル,げっかびじんえまにえる
304287,月刊彼女,げっかんかのじょ
46685,月刊盗撮現代,げっかんとうさつげんだい
5140,ゲッチュ,げっちゅ
4676,Get Some Action,げっとさむあくしょん
1974,ゲット バック,げっとばっく
46574,ゲリラ,げりら
4379,ゲルニカ,げるにか
5924,ゲロニア/妄想族,げろにあもうそうぞく
40053,現映社,げんえいしゃ
6702,GENEKI,げんえき
45968,ゲンエキ,げんえき
4802,幻奇,げんき
6305,源五郎,げんごろう
4670,現代映像,げんだいえいぞう
4325,現代社,げんだいしゃ
4187,現場潜入捜査犯,げんばせんにゅうそうさはん
5478,巌流企画,げんりゅうきかく
4480,コア,こあ
45430,CORE,こあ
46629,こあらVR,こあらぶいあーる
6283,小岩ムービー/妄想族,こいわむーびーもうそうぞく
4258,口淫痴女,こういんちじょ
4722,後悔出版,こうかいしゅっぱん
5457,公開調教,こうかいちょうきょう
2823,好奇心,こうきしん
4746,高級志向,こうきゅうしこう
6592,好色一代/妄想族,こうしょくいちだいもうそうぞく
5232,公然,こうぜん
1314,コウノトリ,こうのとり
5125,幸福の時間,こうふくのじかん
2409,興奮,こうふん
3791,工房あいうえお,こうぼうあいうえお
45099,光夜蝶,こうやちょう
4225,黒姦,こくかん
4576,国際救助隊,こくさいきゅうじょたい
4771,黒人,こくじん
5023,黒人アルバイター,こくじんあるばいたー
2410,黒人X,こくじんえっくす
5257,黒人遊戯,こくじんゆうぎ
300456,CosDeluxe,こくでらっくす
1320,コクモ本舗,こくもほんぽ
301517,こぐま/妄想族,こぐまもうそうぞく
5642,個人撮影,こじんさつえい
30688,小菅波平,こすがなみへい
1977,コスチューム ハイパー,こすちゅーむはいぱー
66310,コスドキ,こすどき
40564,こすパコハメ撮りおじさん,こすぱこはめどりおじさん
5672,コスプレドール,こすぷれどーる
46115,コスモス映像,こすもすえいぞう
40543,Cosmo Planets VR,こすもぷらねっとぶいあーる
46556,個性派Director’s,こせいはでぃれくたーず
4493,子性撲滅企画,こせいぼくめつきかく
6454,コチョ/妄想族,こちょもうそうぞく
46543,Cotton Rabbit,こっとんらびっと
1321,コテック,こてっく
45195,小林興業,こばやしこうぎょう
46530,小林三郎企画,こばやしさぶろうきかく
30687,小橋出版,こばやししゅっぱん
1323,コピー ブラック,こぴーぶらっく
46073,コブラツイスト,こぶらついすと
5141,コメオ,こめお
3236,コレカラダ,これからだ
300446,これすこ。,これすこ
301635,これぞ！素人,これぞしろうと
6678,コレ彦,これひこ
6685,コレ彦/妄想族,これひこもうそうぞく
6460,コロ蔵,ころぞう
40162,コロナ社,ころなしゃ
3805,コロモ企画,ころもきかく
1982,コンクェスト ギャップ,こんくぇすとぎゃっぷ
1026,CONG-YAN,こんぐやん
3064,金剛,こんごう
3195,金剛出版,こんごうしゅっぱん
1027,Conjured,こんじゃーど
60312,コンセント,こんせんと
45292,CONTACT,こんたくと
45998,コンテンツパートナーズ,こんてんつぱーとなーず
46302,COMBATZONE,こんばっとぞーん
2673,COMPLEX,こんふれっくす
1324,コンプレックス トレイン,こんぷれっくすとれいん
4246,コンマ帝国,こんまていこく
45026,コンマビジョン,こんまびじょん
1316,コーション,こーしょん
1317,コースター,こーすたー
5364,code sharing,こーどしぇありんぐ
2758,コーラック,こーらっく
4983,強姦祭,ごうかんさい
4224,轟轟轟轟,ごうごうごうごう
5831,強専,ごうせん
3729,ゴエモン,ごえもん
1588,五衛門,ごえもん
1319,ごきげんくらぶ,ごきげんくらぶ
3302,極,ごく
5589,極姦,ごくかん
5874,極小,ごくしょう
3144,極上SM,ごくじょうえすえむ
5710,極玉素人,ごくたましろうと
46320,極乳風俗嬢,ごくちちふうぞくじょう
5505,極チラ動画。,ごくちらどうが
40477,極乳,ごくにゅう
4958,極ハメ,ごくはめ
4290,極犯,ごくはん
4233,秘蔵VTR,ごくひう゛ぃてぃーあーる
6489,極フェチ,ごくふぇち
5022,極娘企画,ごくむすめきかく
6334,極ロリCLUB,ごくろりくらぶ
5388,5GO,ごごー
6358,GOSSIP,ごしっぷ
304038,五次元,ごじげん
1729,GOCCUN,ごっくん
4273,Gokkun Paradise Club,ごっくんぱらだいすくらぶ
4214,ご奉仕隊,ごほうしたい
5441,GOMAN,ごまん
3837,ゴラム,ごらむ
45149,ゴリラプロジェクト,ごりらぷろじぇくと
3724,GOOKA配信,ごーかはいしん
6774,GOGO！！ AV,ごーごーえーぶい
40145,ゴーゴーズ,ごーごーず
6586,ゴーゴーズブラック/妄想族,ごーごーずぶらっくもうそうぞく
1315,ゴーゴーベリーグッド,ごーごーべりーぐっど
300268,GHOST/妄想族,ごーすともうそうぞく
3481,ゴート映像,ごーとえいぞう
3043,Golden Hour,ごーるでんあわー
45716,GOLDEN CANDY,ごーるでんきゃんでぃー
30630,GOLDEN SHOWER CLUB,ごーるでんしゃわーくらぶ
6545,ゴールデンタイム,ごーるでんたいむ
3959,ゴールデンフェザント,ごーるでんふぇざんと
4237,GOLD,ごーるど
6049,ゴールドエンペラー/妄想族,ごーるどえんぺらーもうそうぞく
6643,ゴールドバグ/妄想族,ごーるどばぐもうそうぞく
304033,ゴールド/妄想族,ごーるどもうそうぞく
5092,サイクル社,さいくるしゃ
3905,サイクロン,さいくろん
6401,PSYCHEDELIC PUPPET,さいけでりっくぱぺっと
4529,psychology,さいころじー
3818,最前線,さいぜんせん
40177,サイドビー,さいどびー
6679,SIDE-B VR,さいどびーぶいあーる
1327,サイドビーン,さいどびーん
3906,サイナイ,さいない
3976,採掘社,さいほっしゃ
45691,催眠研究所,さいみんけんきゅうじょ
6673,催眠RED,さいみんれっど
5709,最優臭,さいゆうしゅう
4143,サイン,さいん
60819,サウスアート,さうすあーと
2586,southwest,さうすうぇすと
3708,竿師,さおし
308435,坂の上のシロウト,さかのうえのしろうと
45543,サクラ,さくら
4014,桜企画,さくらきかく
4825,桜出版,さくらしゅっぱん
3702,サクラ吹雪,さくらふぶき
4226,桜吹雪,さくらふぶき
4292,桜饅頭,さくらまんじゅう
5559,さくらんぼ,さくらんぼ
4074,さくらんぼ,さくらんぼ
3019,錯乱棒,さくらんぼう
30670,さくらんぼ企画,さくらんぼきかく
2639,笹岡女体研究室,ささおかにょたいけんきゅうしつ
2640,笹山経済研究所,ささやまけいざいけんきゅうじょ
4691,さすらい,さすらい
4714,サターン,さたーん
6534,サターン/妄想族,さたーんもうそうぞく
5515,サッフィズム,さっふぃずむ
5056,撮心企画,さつしんきかく
45441,サテンドール,さてんどーる
40606,サディヴィレナウ！,さでぃう゛ぃれなう
1329,サディスティック,さでぃすてぃっく
45356,サディスティックヴィレッジ,さでぃすてぃっくう゛ぃれっじ
1833,SADUCE WAY,さでゅーすうぇい
1138,saffron,さふろん
1838,Sub Vibe,さぶばいぶ
1150,sublime,さぶらいむ
5922,サポっ娘倶楽部,さぽっこくらぶ
2355,Summit,さみっと
45489,サムシング,さむしんぐ
46009,サムバディ,さむばでぃ
5434,猿轡,さるぐつわ
46219,サルトル映像出版,さるとるえいぞうしゅっぱん
40468,サロメ,さろめ
300357,SUN,さん
4034,サンクション,さんくしょん
60438,サンクチュアリ,さんくちゅあり
6658,サンクプロジェクト/妄想族,さんくぷろじぇくともうそうぞく
300255,さんじのおかず,さんじのおかず
40192,サンセットカラー,さんせっとからー
4984,山賊版,さんぞくばん
5246,サンダー,さんだー
4735,サンダーZ,さんだーぜっと
302240,産地直送デラックス,さんちちょくそうでらっくす
45163,三和出版,さんわしゅっぱん
46682,サークルスパンキー通信,さーくるすぱんきーつうしん
5370,servicer,さーびさー
3453,ザイエ,ざいえ
5712,ザウルス,ざうるす
1207,Zakuska,ざくすか
30671,ざくろ,ざくろ
4579,柘榴春報,ざくろしゅんほう
5397,ザクロD,ざくろでぃー
3701,ザ・サード,ざさーど
45792,theQ,ざっく
1208,zax voice,ざっくすぼいす
4621,ザックスX,ざっくすＸ
2360,ZATTSU画像,ざっつえいぞう
4947,ザナハ,ざなは
1878,ZAVALA,ざばら
4177,ザフト出版,ざふとしゅっぱん
4994,ザブーン大佐,ざぶーんたいさ
40475,THE BEST OF 3DVR,ざべすとおぶ3でぃーぶいあーる
4948,ザラック,ざらっく
3054,残虐無双,ざんぎゃくむそう
303534,ザー汁王子/妄想族,ざーじるおうじもうそうぞく
3790,ザー電,ざーでん
3789,ザーメン イン マンコ,ざーめんいんまんこ
4310,ザーメンエンジェル,ざーめんえんじぇる
3960,ザーメン帝国,ざーめんていこく
5017,ザーメンマン,ざーめんまん
5222,Sherpa,しぇるぱ
4188,市営住宅,しえいじゅうたく
4633,塩田フカセビッチ,しおだふかせびっち
3716,潮吹きクラブ,しおふきくらぶ
4826,指姦,しかん
6295,色眼鏡/妄想族,しきがんきょうもうそうぞく
66489,SIG-VR,しぐぶいあーる
3065,思兼,しけん
306193,SHIGEKI,しげき
5705,縛激,しげき
301195,刺激ストロング,しげきすとろんぐ
5592,至高ノ性具,しこうのせいぐ
46603,至高の人妻,しこうのひとづま
46154,思春期.com,ししゅんきどっとこむ
46594,思春期フィクション,ししゅんきふぃくしょん
4311,シジミ,しじみ
2948,シスコン,しすこん
1332,シセイドー,しせいどー
4563,シックスセンス,しっくすせんす
46407,シックスナイン,しっくすないん
3374,six-pack,しっくすぱっく
5771,シッコ,しっこ
3777,漆黒会,しっこくかい
4015,死神屋,しにがみや
3934,シネマ企画,しねまきかく
40037,シネマジック,しねまじっく
45050,シネマユニット・ガス,しねまゆにっとがす
3925,しのだ,しのだ
45394,忍,しのび
5014,Sibari,しばり
6682,縛/妄想族,しばりもうそうぞく
5532,shift,しふと
3027,飛沫者,しぶきしゃ
40389,渋書コンテンツ,しぶしょこんてんつ
46619,渋谷プロモーション,しぶやぷろもーしょん
5629,脂肪遊戯,しぼうゆうぎ
45842,清水清太郎,しみずせいたろう
40038,シャイ企画,しゃいきかく
66313,SHINING STAR,しゃいにんぐすたー
3962,シャッフツベリー,しゃっふつべりー
40143,Shuffle,しゃっふる
3880,社内盗撮塾,しゃないとうさつじゅく
4248,シャムスン,しゃむすん
60492,写女,しゃめ
6596,射楽/妄想族,しゃらくもうそうぞく
4036,シャワーパーティー,しゃわーぱーてぃー
6646,Shangri-La,しゃんぐりら
45973,シャーク,しゃーく
6300,手淫倶楽部,しゅいんくらぶ
1601,臭,しゅう
4202,○修正版,しゅうせいばん
4907,集団エロリスト,しゅうだんえろりすと
5406,集団行動,しゅうだんこうどう
5829,羞恥館,しゅうちかん
2422,シュガーハウス,しゅがーはうす
40163,シュガーワークス,しゅがーわーくす
5747,祝,しゅく
45330,趣向倶楽部,しゅこうくらぶ
5487,趣向倶楽部プラス,しゅこうくらぶぷらす
4425,出産企画,しゅっさんきかく
3943,主婦企画,しゅふきかく
40400,旬感,しゅんかん
2545,春風企画,しゅんぷうきかく
2960,衝撃映像,しょうげきえいぞう
3174,衝撃Qチャンネル！,しょうげききゅーちゃんねる
5104,少魂,しょうこん
5742,少女愛好家,しょうじょあいこうか
3822,少女映像,しょうじょえいぞう
30689,少女狩人,しょうじょかりゅうど
5873,少女企画,しょうじょきかく
4362,少女倶楽部,しょうじょくらぶ
5152,少女趣味,しょうじょしゅみ
4426,少女性器専門,しょうじょせいきせんもん
4545,少女専門,しょうじょせんもん
5408,少女乃杜,しょうじょのもり
4160,少女白書出版,しょうじょはくしょしゅっぱん
5024,少女犯殺,しょうじょはんさつ
2826,少女売買,しょうじょばいかい
4262,少女撲滅,しょうじょぼくめつ
5175,少女ポルノ出版,しょうじょぽるのしゅっぱん
3821,女子レイプ,しょうじょれいぷ
4161,少性撲滅,しょうせいぼくめつ
3980,松竹梅,しょうちくばい
6537,湘南/妄想族,しょうなんもうそうぞく
2959,少学館,しょうねんかん
4363,少年少女性記録館,しょうねんしょうじょせいきろくかん
4329,昭和道,しょうわみち
302010,＃職業女子,しょくぎょうじょし
46256,職業美素人,しょくぎょうびしろうと
4949,ショコラ,しょこら
5381,処女市場,しょじょいちば
4228,処女膜姦シリーズ,しょじょまくかんしりーず
4191,処女森,しょじょもり
3157,SHOOT GUN,しょっとがん
1345,ショップ ウィンドウ,しょっぷうぃんどう
2321,初人,しょにん
5872,処膜企画,しょまくきかく
45751,私欲素人動画,しよくしろうとどうが
4658,シリアル,しりある
45528,尻有 （シリアル）,しりある
5307,尻軽娘,しりがるむすめ
5834,尻専,しりせん
3737,性資料,しりょうかん
45315,silvia,しるう゛ぃあ
45583,SILK LABO,しるくらぼ
40438,SILVER BIRCH,しるばーばーち
5285,素人100％,しろうと100ぱーせんと
3915,素人イズム,しろうといずむ
2984,素人映像,しろうとえいぞう
6342,素人館,しろうとかん
6289,素人！ガチンコ・ハンター,しろうとがちんこはんたー
300345,しろうとがーる/妄想族,しろうとがーるもうそうぞく
4749,素人企画,しろうときかく
3825,素人企画,しろうときかく
308062,素人喫茶/妄想族,しろうときっさもうそうぞく
4058,素人くらぶ,しろうとくらぶ
301597,素人CLOVER,しろうとくろーばー
4295,素人激撮,しろうとげきさつ
4934,素人激弾,しろうとげきだん
301301,素人39,しろうとさんきゅー
3532,素人志向,しろうとしこう
3738,素人尻,しろうとしり
4518,素人事務所,しろうとじむしょ
5058,素人専門家,しろうとせんもんか
40390,素人専門VR,しろうとせんもんぶいあーる
5079,素人専門,しろうとせんもん（使用不可）
4394,素人チャンネル,しろうとちゃんねる
46609,しろうとChannel,しろうとちゃんねる
4018,素人投稿,しろうととうこう
302056,素人盗撮倶楽部,しろうととうさつくらぶ
301605,素人トーキョーH.S./妄想族,しろうととーきょーもうそうぞく
4428,素人ナンパ,しろうとなんぱ
6695,素人日記/妄想族,しろうとにっきもうそうぞく
300117,素人の時間/妄想族,しろうとのじかんもうそうぞく
5835,素人の乱,しろうとのらん
40579,しろうと派遣.com,しろうとはけんどっとこむ
3851,素人パイパン会,しろうとぱいぱんかい
300996,素人Pro,しろうとぷろ
300540,素人ホイホイsweet！/妄想族,しろうとほいほいすいーともうそうぞく
6709,素人ホイホイ/妄想族,しろうとほいほいもうそうぞく
5027,素人本舗,しろうとほんぽ
301296,素人まっちんぐEX/妄想族,しろうとまっちんぐいーえっくす
6569,素人娘性感解放研究所/妄想族,しろうとむすめせいかんかいほうけんきゅうじょもうそうぞく
45852,素人屋,しろうとや
302057,しろうとヤッホー,しろうとやっほー
5260,素人遊戯,しろうとゆうぎ
2256,素人列伝,しろうとれつでん
300228,しろハメVR,しろはめぶいあーる
3316,しろもの,しろもの
5025,新絵殿,しんえでん
4127,新関西商事,しんかんさいしょうじ
5588,神眼様,しんがんさま
300469,蜃気楼,しんきろう
1347,シングル-セックス,しんぐるせっくす
45351,信州書店,しんしゅうしょてん
3882,心宿,しんしゅく
4330,新宿魔界,しんじゅくまかい
